device_id,hostname,ip_address,mac_address,device_type,device_type_num,status,status_num,upload_mean,upload_std,upload_median,upload_max,upload_min,download_mean,download_std,download_median,download_max,download_min,upload_download_ratio,hourly_upload,hourly_download,weekday_upload,weekday_download,business_upload,business_download,non_business_upload,non_business_download,business_ratio_upload,business_ratio_download
2,CRMC-COCPC,192.168.3.159,F0:2F:74:1E:05:F7,Desktop PC,1,online,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,CRMCTechnical,192.168.3.3,1C:1B:0D:46:67:C3,Desktop PC,1,offline,0,6.137931034482759,3.719870753621061,6.0,15.0,1.0,31.344827586206897,21.369664517169063,29.0,75.0,1.0,0.19581958195819582,6.107142857142857,31.28125,6.128571428571428,31.435714285714287,6.733333333333333,40.6,5.5,21.428571428571427,1.2242424242424244,1.894666666666667
4,DESKTOP-PUPP2KB,192.168.3.35,08:BF:B8:79:2A:B6,Desktop PC,1,online,1,64.93103448275862,28.907402703018523,61.0,138.0,22.0,4085.2413793103447,1979.3899972172596,4153.0,7261.0,1144.0,0.01589405091498413,64.41964285714285,4062.8303571428573,64.54285714285714,4081.621428571428,75.2,5158.0,53.92857142857143,2935.8571428571427,1.3944370860927153,1.7568974745754466
5,WIN-15A9UICO1V6,192.168.3.153,F4:4D:30:02:69:5F,Desktop PC,1,online,1,70.48275862068965,30.050696081378373,72.0,133.0,30.0,3360.7586206896553,1619.516851567873,3010.0,7041.0,1041.0,0.02097227637438181,70.02232142857143,3350.4241071428573,70.91428571428571,3366.4714285714285,81.0,3934.4666666666667,59.214285714285715,2746.0714285714284,1.3679131483715319,1.4327619543070187
6,TL-WR741ND,192.168.3.84,10:FE:ED:A8:65:8B,Desktop PC,1,online,1,78.58620689655173,34.631238212032244,73.0,148.0,24.0,3773.862068965517,1927.3406497803046,3297.0,7105.0,1030.0,0.020823815354251568,77.92857142857143,3744.34375,78.03571428571429,3756.207142857143,90.06666666666666,4833.2,66.28571428571429,2638.8571428571427,1.3587643678160917,1.8315504547423127
7,CRMC-CLARION,192.168.3.66,74:56:3C:8D:D4:AB,Desktop PC,1,online,1,21.379310344827587,11.390515456489755,21.0,43.0,5.0,1190.4827586206898,493.1781495485361,1221.0,2131.0,163.0,0.017958521608156645,20.924107142857146,1192.75,21.271428571428572,1182.607142857143,27.666666666666668,1325.5333333333333,14.642857142857142,1045.7857142857142,1.8894308943089433,1.267499943082212
8,CRMC-Research,192.168.3.65,9C:6B:00:68:E1:84,Desktop PC,1,online,1,7.448275862068965,3.631078223343503,7.0,15.0,1.0,29.517241379310345,20.05104323907785,28.0,73.0,1.0,0.2523364485981308,7.397321428571429,29.017857142857142,7.514285714285714,29.664285714285715,8.133333333333333,37.86666666666667,6.714285714285714,20.571428571428573,1.2113475177304964,1.8407407407407406
9,CCS-DEAN-PC,192.168.3.241,08:BF:B8:79:2E:EA,Desktop PC,1,online,1,25.103448275862068,12.324032351426816,26.0,45.0,7.0,880.448275862069,612.6180694484765,752.0,2109.0,156.0,0.028512121568166685,24.86607142857143,874.8839285714287,25.092857142857145,877.7428571428571,31.133333333333333,1078.8666666666666,18.642857142857142,667.8571428571429,1.6699872286079183,1.6154153297682707
10,Device-D2336E,192.168.3.169,D8:5E:D3:D2:33:6E,Desktop PC,1,offline,0,6.689655172413793,3.704277915714112,6.0,15.0,1.0,33.689655172413794,17.968431540334965,35.0,75.0,2.0,0.1985670419651996,6.65625,33.33482142857143,6.721428571428571,33.72857142857143,6.8,40.06666666666667,6.571428571428571,26.857142857142858,1.0347826086956522,1.4918439716312057
11,LaB2-PC4,192.168.3.2,38:2C:4A:72:EF:E6,Desktop PC,1,online,1,6.551724137931035,3.7851798116993796,7.0,15.0,1.0,35.96551724137931,22.927654478848854,31.0,75.0,3.0,0.18216682646212848,6.580357142857142,35.410714285714285,6.571428571428571,36.2,7.4,46.13333333333333,5.642857142857143,25.071428571428573,1.311392405063291,1.8400759734093066
12,CRMC-CCJE-PC01,192.168.3.131,48:21:0B:58:4E:37,Desktop PC,1,online,1,75.72413793103448,29.19502960598912,71.0,135.0,31.0,3841.0689655172414,1693.6210980161177,3749.0,7425.0,1121.0,0.0197143395786015,75.63839285714286,3824.089285714286,76.06428571428572,3808.2571428571428,80.13333333333334,4513.6,71.0,3120.5,1.1286384976525823,1.4464348662073387
13,CRMC-GUIDANCE,192.168.3.68,34:97:F6:8F:65:D6,Desktop PC,1,online,1,6.724137931034483,3.400593978831785,6.0,15.0,1.0,32.06896551724138,21.079663582438133,30.0,75.0,2.0,0.20967741935483872,6.700892857142858,31.705357142857146,6.7,31.821428571428573,8.133333333333333,44.666666666666664,5.214285714285714,18.571428571428573,1.5598173515981735,2.405128205128205
15,P-CUSTODIAN-PC2,192.168.3.96,34:97:F6:8F:6D:73,Desktop PC,1,online,1,25.103448275862068,9.667119631536757,27.0,43.0,5.0,1153.9655172413793,508.5536551801043,1168.0,2236.0,244.0,0.0217540714178993,24.825892857142858,1149.7723214285713,25.02857142857143,1144.2285714285715,28.733333333333334,1371.2666666666667,21.214285714285715,921.1428571428571,1.3544332210998877,1.4886579818031431
16,CCS-PC115,192.168.3.90,74:56:3C:50:46:D8,Desktop PC,1,offline,0,5.758620689655173,4.111440244816834,4.0,15.0,1.0,26.310344827586206,15.666395903050995,23.0,58.0,2.0,0.21887287024901705,5.736607142857143,26.321428571428573,5.728571428571429,26.42142857142857,6.066666666666666,29.133333333333333,5.428571428571429,23.285714285714285,1.1175438596491227,1.251124744376278
17,CRMC-COLLEGELIB02,192.168.3.9,7C:10:C9:89:32:63,Desktop PC,1,online,1,7.724137931034483,3.643943622389445,7.0,15.0,1.0,34.06896551724138,19.51909510944669,37.0,70.0,7.0,0.22672064777327935,7.638392857142858,33.495535714285715,7.671428571428572,33.77142857142857,9.266666666666667,46.666666666666664,6.071428571428571,20.571428571428573,1.5262745098039219,2.268518518518518
18,EAP110-D8-44-89-5E-09-11,192.168.3.8,D8:44:89:5E:09:11,Desktop PC,1,online,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,PSYCHLAB-PC3,192.168.3.154,34:97:F6:8F:52:36,Desktop PC,1,offline,0,68.75862068965517,31.59300914127974,65.0,132.0,23.0,4122.793103448276,1745.0802146792635,4172.0,6949.0,1314.0,0.016677679176320036,68.51339285714286,4089.6160714285716,68.32142857142857,4116.65,77.33333333333333,4775.266666666666,59.57142857142857,3423.714285714286,1.2981614708233413,1.3947620239784138
20,LAB1-PC33,192.168.3.89,48:21:0B:3E:A9:12,Desktop PC,1,offline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Device-D232EC,192.168.3.52,D8:5E:D3:D2:32:EC,Desktop PC,1,online,1,20.93103448275862,10.829625486476433,18.0,42.0,7.0,942.4137931034483,556.8197013423246,988.0,2205.0,151.0,0.02221002561287962,20.96875,947.0982142857143,20.785714285714285,949.8714285714286,23.133333333333333,1035.8666666666666,18.571428571428573,842.2857142857143,1.2456410256410255,1.2298281320669378
22,LAB4-PC16,192.168.3.49,9C:6B:00:68:E1:60,Desktop PC,1,offline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,CL4-PC14,192.168.3.160,9C:6B:00:68:E1:4A,Desktop PC,1,offline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,CL3-PC4,192.168.3.136,D8:5E:D3:D2:33:82,Desktop PC,1,online,1,73.55172413793103,30.869062421432968,73.0,124.0,23.0,3818.448275862069,1547.7108346154996,3660.0,6723.0,1526.0,0.01926220255565088,73.58035714285714,3800.3928571428573,72.59285714285714,3817.3571428571427,80.6,4666.2,66.0,2910.1428571428573,1.2212121212121212,1.603426439546414
25,Device-CCBFFA,192.168.3.38,F4:69:D5:CC:BF:FA,Desktop PC,1,offline,0,86.3103448275862,33.61452008568816,80.0,150.0,21.0,3610.206896551724,1420.8302245847658,3669.0,5964.0,1628.0,0.023907312600290363,85.30803571428572,3567.2232142857147,86.40714285714286,3610.828571428571,104.13333333333334,4159.6,67.21428571428571,3021.5714285714284,1.5492738221749913,1.376634674483476
26,Device-A6C2B2,192.168.3.74,D0:17:C2:A6:C2:B2,Desktop PC,1,offline,0,76.41379310344827,34.2673493507609,77.0,135.0,24.0,4062.0689655172414,1531.9915127290658,4129.0,7194.0,1029.0,0.018811544991511036,75.68303571428572,4021.1071428571427,76.04285714285713,4056.914285714286,89.6,4849.266666666666,62.285714285714285,3218.6428571428573,1.438532110091743,1.5066184357500572
27,Device-D236B4,192.168.3.37,D8:5E:D3:D2:36:B4,Desktop PC,1,offline,0,69.6896551724138,30.78856866746379,64.0,145.0,27.0,3500.551724137931,1476.74167356493,3422.0,6606.0,1214.0,0.019908191812128138,69.58482142857143,3479.5133928571427,69.42142857142856,3486.5142857142855,68.73333333333333,3984.0666666666666,70.71428571428571,2982.5,0.9719865319865321,1.3358144733165689
28,Device-20DB9D,192.168.3.26,74:56:3C:20:DB:9D,Desktop PC,1,online,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Device-996A24,192.168.3.53,50:EB:F6:99:6A:24,Desktop PC,1,online,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Device-27DEFD,192.168.3.91,9C:6B:00:27:DE:FD,Desktop PC,1,online,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,CL2-PC01,192.168.3.46,D8:5E:D3:D2:38:FA,Desktop PC,1,offline,0,22.275862068965516,10.433108534592233,21.0,45.0,5.0,1075.9655172413793,561.7518823643599,907.0,2122.0,276.0,0.020703137518828317,21.964285714285715,1070.3526785714284,22.25,1077.9357142857143,28.266666666666666,1389.6,15.857142857142858,739.9285714285714,1.7825825825825825,1.8780191138140745
32,CL2-PC09,192.168.3.28,B0:6E:BF:39:73:A5,Desktop PC,1,offline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,CL2-PC06,192.168.3.104,B0:6E:BF:39:73:3E,Desktop PC,1,online,1,24.24137931034483,11.71279877622824,24.0,42.0,5.0,1029.344827586207,642.1877938434958,1000.0,2230.0,100.0,0.02355029982245151,23.946428571428573,1024.482142857143,24.135714285714283,1036.4714285714285,31.6,1363.3333333333333,16.357142857142858,671.5,1.931877729257642,2.0302804666170267
34,CL2-PC07,192.168.3.229,B0:6E:BF:39:73:4E,Desktop PC,1,online,1,22.310344827586206,13.23443411353197,19.0,45.0,5.0,1063.896551724138,605.7417144547187,949.0,2235.0,210.0,0.020970408064045636,21.96875,1047.544642857143,22.521428571428572,1068.6214285714286,31.6,1347.0,12.357142857142858,760.5714285714286,2.5572254335260114,1.7710368144252442
35,OPPO-A5s,192.168.3.34,F4:D6:20:B8:1D:1C,Phone,3,offline,0,22.103448275862068,10.627944390635632,21.0,42.0,6.0,905.8275862068965,535.6742126227149,692.0,2208.0,158.0,0.024401385663710078,22.017857142857146,891.6294642857143,22.164285714285715,914.7142857142857,27.0,1051.0,16.857142857142858,750.2857142857143,1.6016949152542372,1.4007996953541506
